Fecha,"Pedido #",Estado,Cliente,Producto(s),"Artículos vendidos",Cupón(es),"Ingresos netos"
"2020-05-24 13:35:03",7319,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-05-23 21:50:01",7317,ywraq-new,new,"150× Malla Eslabonada",150,,150
"2020-05-23 21:26:35",7315,ywraq-new,new,"2× Varilla Torsionada",2,,2
"2020-05-23 19:18:35",7313,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-05-23 18:08:24",7311,ywraq-new,new,"1× Malla Sin Vena",1,,0
"2020-05-23 15:54:03",7309,ywraq-new,new,"30× Tubo Marco Ventana",30,,30
"2020-05-23 11:59:00",7307,ywraq-new,new,"3× Cubiertas Metálicas",3,,3
"2020-05-23 10:53:54",7305,ywraq-new,new,"100× Lamina Galvanizada",100,,100
"2020-05-23 08:48:16",7303,ywraq-new,new,"1× Canal Pecho Paloma",1,,1
"2020-05-23 06:42:47",7301,ywraq-new,new,"60× Teja Zinc Galvanizada y Pintada",60,,60
"2020-05-23 00:12:32",7299,ywraq-new,new,"35× Cubiertas Metálicas",35,,35
"2020-05-22 20:51:40",7297,ywraq-new,new,"2× Varillas Corrugadas",2,,0
"2020-05-22 20:23:58",7295,ywraq-new,new,"1× Tubería Elíptica y Oval",1,,1
"2020-05-22 16:26:15",7293,ywraq-new,new,"37× Teja Zinc Galvanizada y Pintada",37,,37
"2020-05-22 12:06:52",7289,ywraq-new,new,"60× Teja Trapezoidal Pintada",60,,0
"2020-05-22 11:59:34",7287,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-22 11:13:42",7285,ywraq-new,new,"100× Malla Electrosoldada Certificada",100,,100
"2020-05-22 10:14:03",7283,ywraq-new,new,"65× Cubiertas Metálicas",65,,65
"2020-05-22 09:45:58",7281,ywraq-new,new,"50× Perfiles en C (Perlines) GR50 y A36.",50,,50
"2020-05-21 23:18:08",7279,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-21 23:00:09",7277,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-05-21 20:55:46",7275,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-21 15:09:34",7273,ywraq-new,new,"1× Malla Eslabonada",1,,1
"2020-05-21 15:02:09",7271,ywraq-new,new,"10× Tubería Cerramiento Negro",10,,10
"2020-05-21 13:46:39",7269,ywraq-new,new,"10× Tubo T Peinazo, 4× Tubo Peinazo PD 10,5x4cm",14,,14
"2020-05-21 13:26:34",7267,ywraq-new,new,"1× Cerrajería, 1× Lamina CR (Cold Rolled), 1× Tubería Elíptica y Oval, 1× Tubería Cold Rolled, 1× Ballestas",5,,4
"2020-05-21 12:02:17",7265,ywraq-new,new,"10× Tubería Estructural, 10× Tubería Estructural, 6× Tubería Estructural, 6× Perfiles en C (Perlines) GR50 y A36., 20× Teja Termoacústica, 3× Cemento",55,,52
"2020-05-21 08:20:59",7263,ywraq-new,new,"15× Perfil Entrepiso",15,,15
"2020-05-20 19:50:39",7261,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-20 19:22:45",7259,ywraq-new,new,"3× Lamina Galvanizada",3,,3
"2020-05-20 19:19:53",7257,ywraq-new,new,"20× Teja Termoacústica",20,,20
"2020-05-20 19:17:06",7255,ywraq-new,new,"10× Varilla Torsionada",10,,10
"2020-05-20 19:13:00",7253,ywraq-new,new,"1× Teja Termoacústica, 1× Cubiertas Metálicas",2,,2
"2020-05-20 15:54:44",7251,ywraq-new,new,"1× Teja Termoacústica",1,,1
"2020-05-20 15:07:37",7249,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-20 15:00:51",7247,ywraq-new,new,"100× Perfiles en C (Perlines) GR50 y A36., 100× Perfil Entrepiso",200,,200
"2020-05-20 13:03:38",7245,ywraq-new,new,"1× Ballestas",1,,1
"2020-05-20 11:57:21",7243,ywraq-new,new,"160× Varilla Redonda Lisa",160,,160
"2020-05-20 09:32:11",7241,ywraq-new,new,"1× Tubería Cerramiento Negro",1,,1
"2020-05-19 22:57:44",7239,ywraq-new,new,"2× Canal Pecho Paloma",2,,2
"2020-05-19 22:46:35",7237,ywraq-new,new,"28× Teja Trapezoidal Pintada, 26× Cubiertas Metálicas",54,,26
"2020-05-19 20:45:01",7235,ywraq-new,new,"15× Lamina Alfajor",15,,15
"2020-05-19 19:56:49",7233,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-05-19 19:49:00",7231,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-19 19:45:36",7229,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-19 18:53:47",7227,ywraq-new,new,"27× Teja Zinc Galvanizada y Pintada",27,,27
"2020-05-18 13:48:57",7225,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-05-18 13:32:09",7223,ywraq-new,new,"1× Ángulos",1,,1
"2020-05-18 13:17:32",7221,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-05-18 12:53:42",7219,ywraq-new,new,"18× Tubo Cold Rolled Pasamanos, 20× Tubo T Peinazo",38,,38
"2020-05-18 12:44:23",7217,ywraq-new,new,"12× Ángulos, 3× Platina",15,,15
"2020-05-18 12:14:45",7215,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-05-18 09:37:32",7213,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-05-18 08:21:48",7211,ywraq-new,new,"1× Varillas Cuadradas",1,,1
"2020-05-18 07:45:02",7209,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-05-17 22:08:32",7207,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-17 18:20:31",7205,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-05-17 17:10:38",7203,ywraq-new,new,"5× Lamina CR (Cold Rolled)",5,,5
"2020-05-17 15:44:39",7201,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-17 09:30:33",7199,ywraq-new,new,"1× Varillas Corrugadas y Chipa",1,,1
"2020-05-17 08:55:57",7197,ywraq-new,new,"12× Lamina Galvanizada",12,,12
"2020-05-17 08:49:54",7195,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-05-17 07:52:03",7193,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-05-16 20:47:24",7191,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-16 18:41:28",7189,ywraq-new,new,"18× Perfiles en C (Perlines) GR50 y A36.",18,,18
"2020-05-16 14:56:19",7187,ywraq-new,new,"115× Malla Eslabonada",115,,115
"2020-05-16 14:10:59",7185,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-05-16 13:40:31",7183,ywraq-new,new,"6× Tubería Estructural, 8× Teja Policarbonato, 3× Caballetes",17,,17
"2020-05-16 10:24:23",7181,ywraq-new,new,"30× Lamina Galvanizada",30,,30
"2020-05-16 07:40:49",7179,ywraq-new,new,"21× Tubería Cerramiento Negro, 20× Tubería Cerramiento Negro",41,,41
"2020-05-15 23:50:39",7177,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-15 21:57:56",7175,ywraq-new,new,"1× Teja Galvanizada Master 1000, 10× Teja Galvanizada Master 1000",11,,11
"2020-05-15 15:59:03",7173,ywraq-new,new,"10× Teja Termoacústica",10,,10
"2020-05-15 15:28:01",7171,ywraq-new,new,"160× Lamina Galvanizada",160,,160
"2020-05-15 14:01:06",7169,ywraq-new,new,"20× Sistema Placa Fácil",20,,0
"2020-05-15 13:50:50",7167,ywraq-new,new,"75× Varillas Corrugadas y Chipa",75,,75
"2020-05-15 12:58:15",7163,ywraq-new,new,"10× Cubiertas Metálicas",10,,10
"2020-05-15 12:56:15",7161,ywraq-new,new,"1× Tubería Cerramiento Negro",1,,1
"2020-05-15 12:54:31",7159,ywraq-new,new,"10× Tubería Estructural",10,,10
"2020-05-15 12:51:30",7157,ywraq-new,new,"1× Tubería Cerramiento Negro",1,,1
"2020-05-15 12:04:28",7155,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-05-14 23:02:27",7152,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-14 18:18:41",7150,ywraq-new,new,"14× Tubo Marco Puerta PD6",14,,14
"2020-05-14 18:02:34",7148,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-05-14 17:33:49",7146,ywraq-new,new,"48× Cubiertas Metálicas",48,,48
"2020-05-14 17:25:36",7144,ywraq-new,new,"48× Teja Trapezoidal Pintada",48,,0
"2020-05-14 15:17:25",7142,ywraq-new,new,"1× Perfil Entrepiso",1,,1
"2020-05-14 14:56:17",7140,ywraq-new,new,"4× Lamina CR (Cold Rolled)",4,,4
"2020-05-14 14:53:02",7138,ywraq-new,new,"1× Perfil Entrepiso",1,,1
"2020-05-14 11:57:18",7136,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-05-14 11:51:52",7134,ywraq-new,new,"20× Lamina Galvanizada",20,,20
"2020-05-14 11:12:12",7132,ywraq-new,new,"10× Lamina CR (Cold Rolled)",10,,10
"2020-05-14 06:52:56",7130,ywraq-new,new,"12× Teja Trapezoidal Pintada",12,,0
"2020-05-14 00:13:14",7128,ywraq-new,new,"23× Tubería Estructural",23,,23
"2020-05-13 18:04:44",7126,ywraq-new,new,"50× Lamina Galvanizada",50,,50
"2020-05-13 16:26:54",7124,ywraq-new,new,"100× Varillas Corrugadas y Chipa, 40× Alambre Negro, 40× Cemento, 100× Varillas Corrugadas y Chipa, 5× Varillas Corrugadas y Chipa, 5× Puntillas y Grapas",290,,205
"2020-05-13 16:19:55",7122,ywraq-new,new,"1× Malla Eslabonada, 29× Tubería de Cerramiento Galvanizado, 20× Tubería de Cerramiento Galvanizado",50,,50
"2020-05-13 13:48:31",7120,ywraq-new,new,"3× Ángulos, 1× Lamina Galvanizada",4,,4
"2020-05-13 12:31:54",7118,ywraq-new,new,"8× Ovalos",8,,8
"2020-05-13 12:29:28",7116,ywraq-new,new,"2× Lamina CR (Cold Rolled)",2,,2
"2020-05-13 12:27:17",7114,ywraq-new,new,"7× Tubería Estructural",7,,7
"2020-05-13 08:10:16",7111,ywraq-new,new,"4× Ballestas",4,,4
"2020-05-13 00:30:00",7109,ywraq-new,new,"1× Teja Policarbonato",1,,1
"2020-05-12 20:17:51",7107,ywraq-new,new,"102× Varillas Corrugadas y Chipa, 10× Varillas Corrugadas y Chipa, 40× Varillas Corrugadas y Chipa, 360× Varillas Corrugadas y Chipa",512,,512
"2020-05-12 19:02:15",7105,ywraq-new,new,"6× Teja Galvanizada Master 1000",6,,6
"2020-05-12 18:21:19",7095,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-05-12 16:56:47",7093,ywraq-new,new,"1× Canales en U",1,,1
"2020-05-12 13:06:27",7091,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-05-12 13:03:27",7089,ywraq-new,new,"2× Viga IPE",2,,2
"2020-05-12 11:45:58",7087,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-05-12 09:36:40",7085,ywraq-new,new,"5× Tubería Elíptica y Oval",5,,5
"2020-05-11 19:50:34",7083,ywraq-new,new,"22× Teja Trapezoidal Pintada",22,,0
"2020-05-11 15:46:50",7081,ywraq-new,new,"8× Perfiles en C (Perlines) GR50 y A36.",8,,8
"2020-05-11 15:05:27",7079,ywraq-new,new,"1× Tubería Cerramiento Negro",1,,1
"2020-05-11 14:24:34",7077,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-11 13:24:09",7075,ywraq-new,new,"3× Viga IPE",3,,3
"2020-05-11 12:12:21",7073,ywraq-new,new,"5× Canales en U",5,,5
"2020-05-11 12:11:21",7071,ywraq-new,new,"10× Perfiles en C (Perlines) GR50 y A36.",10,,10
"2020-05-11 11:40:55",7069,ywraq-new,new,"1× Varillas Corrugadas y Chipa",1,,1
"2020-05-11 09:14:08",7067,ywraq-new,new,"3× Tubería Cerramiento Negro, 8× Malla Eslabonada",11,,11
"2020-05-10 21:47:40",7065,ywraq-new,new,"2× Lamina CR (Cold Rolled)",2,,2
"2020-05-10 20:26:34",7063,ywraq-new,new,"1× Tubería Elíptica y Oval",1,,1
"2020-05-10 19:19:57",7061,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-10 18:31:23",7059,ywraq-new,new,"2× Tubería Cerramiento Negro",2,,2
"2020-05-10 13:39:32",7057,ywraq-new,new,"15× Perfiles en C (Perlines) GR50 y A36.",15,,15
"2020-05-10 13:32:50",7055,ywraq-new,new,"30× Cubiertas Metálicas",30,,30
"2020-05-10 13:23:44",7053,ywraq-new,new,"30× Tubería Elíptica y Oval",30,,30
"2020-05-10 09:39:24",7051,ywraq-new,new,"36× Teja Zinc Galvanizada y Pintada",36,,36
"2020-05-09 22:37:26",7049,ywraq-new,new,"10× Laminas Colaborantes",10,,10
"2020-05-09 18:02:04",7047,ywraq-new,new,"202× Alambre Galvanizado",202,,202
"2020-05-09 17:07:53",7045,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-09 16:11:43",7043,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-09 16:08:46",7041,ywraq-new,new,"20× Lamina Galvanizada",20,,20
"2020-05-09 13:00:15",7039,ywraq-new,new,"4× Malla Electrosoldada Certificada",4,,4
"2020-05-09 12:56:41",7037,ywraq-new,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-05-09 11:59:00",7034,ywraq-new,new,"15× Varilla Redonda Lisa",15,,15
"2020-05-09 09:25:49",7032,ywraq-new,new,"1× Cubiertas Metálicas",1,,1
"2020-05-08 20:37:15",7030,ywraq-new,new,"20× Puntillas y Grapas",20,,0
"2020-05-08 20:32:33",7028,ywraq-new,new,"10× Alambre Negro",10,,0
"2020-05-08 18:14:20",7026,ywraq-new,new,"1× Ballestas",1,,1
"2020-05-08 18:11:56",7024,ywraq-new,new,"1× Malla Electrosoldada Certificada",1,,1
"2020-05-08 18:10:21",7022,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-08 17:38:08",7020,ywraq-new,new,"180× Cubiertas Metálicas",180,,180
"2020-05-08 17:34:37",7018,ywraq-new,new,"38× Teja Zinc Galvanizada y Pintada",38,,38
"2020-05-08 16:35:17",7016,ywraq-new,new,"70× Sistema Placa Fácil",70,,0
"2020-05-08 14:37:06",7014,ywraq-new,new,"22× Teja Zinc Galvanizada y Pintada",22,,22
"2020-05-08 14:17:12",7012,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-08 13:50:16",7010,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-08 13:14:23",7008,ywraq-new,new,"1× Malla Gallinero, 20× Malla Electrosoldada Certificada",21,,21
"2020-05-07 22:00:36",7005,ywraq-new,new,"1× Cubiertas Metálicas",1,,1
"2020-05-07 19:51:13",7003,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-05-07 19:06:02",7001,ywraq-new,new,"24× Tubería Estructural",24,,24
"2020-05-07 16:18:05",6999,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-07 16:16:05",6997,ywraq-new,new,"1× Caballetes",1,,1
"2020-05-07 15:24:19",6995,ywraq-new,new,"4× Lamina Galvanizada",4,,4
"2020-05-07 13:02:14",6993,ywraq-new,new,"20× Teja Zinc Galvanizada y Pintada",20,,20
"2020-05-07 12:52:28",6991,ywraq-new,new,"1× Malla Gallinero",1,,1
"2020-05-07 12:31:01",6989,ywraq-new,new,"1× Tubería de Cerramiento Galvanizado",1,,1
"2020-05-07 12:28:11",6987,ywraq-new,new,"18× Perfiles en C (Perlines) GR50 y A36.",18,,18
"2020-05-07 11:40:31",6985,ywraq-new,new,"63× Teja Zinc Galvanizada y Pintada",63,,63
"2020-05-07 09:36:28",6983,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-05-07 09:23:54",6981,ywraq-new,new,"6× Lamina HR (Hot Rolled), 2× Lamina HR (Hot Rolled)",8,,8
"2020-05-07 08:35:28",6979,ywraq-new,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-05-07 07:41:00",6977,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-07 00:04:48",6974,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-05-06 23:59:45",6972,ywraq-new,new,"1× Tubería Estructural",1,,1
"2020-05-06 19:52:17",6970,ywraq-new,new,"28× Varilla Redonda Lisa",28,,28
"2020-05-06 19:48:41",6968,ywraq-new,new,"10× Tubería Cerramiento Negro",10,,10
"2020-05-06 19:08:37",6966,ywraq-new,new,"60× Lamina Galvanizada",60,,60
"2020-05-06 10:50:59",6963,ywraq-new,new,"14× Tubería Estructural",14,,14
"2020-05-06 10:43:49",6961,ywraq-new,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-05-06 09:18:34",6959,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-05-06 08:41:12",6957,ywraq-new,new,"10× Tubería de Conducción y Presión",10,,10
"2020-05-06 08:31:35",6955,ywraq-new,new,"1000× Lamina Galvanizada",1000,,1000
"2020-05-05 21:15:28",6953,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-05 20:19:39",6951,ywraq-new,new,"1× Ballestas",1,,1
"2020-05-05 19:42:01",6949,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-05 17:45:46",6947,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-05-05 16:55:25",6945,ywraq-new,new,"18× Varilla Torsionada, 15× Varillas Cuadradas",33,,33
"2020-05-05 15:19:16",6943,ywraq-new,new,"1× Tubería Cerramiento Negro",1,,1
"2020-05-05 14:47:24",6941,ywraq-new,new,"40× Teja Trapezoidal Pintada",40,,0
"2020-05-05 13:35:38",6939,ywraq-new,new,"20× Cubiertas Metálicas",20,,20
"2020-05-04 21:31:01",6933,ywraq-new,new,"36× Teja Trapezoidal Pintada",36,,0
"2020-05-04 19:32:51",6931,ywraq-new,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-05-04 19:20:02",6929,ywraq-new,new,"15× Teja Zinc Galvanizada y Pintada",15,,15
"2020-05-04 19:17:10",6927,ywraq-new,new,"15× Cubiertas Metálicas",15,,15
"2020-05-04 19:12:16",6925,ywraq-new,new,"1× Teja Termoacústica",1,,1
"2020-05-04 18:47:20",6923,ywraq-new,new,"1× Alambre Negro",1,,0
"2020-05-04 12:17:18",6920,ywraq-accepted,new,"244× Tubo Marco Ventana",244,,244
"2020-05-04 11:55:39",6918,ywraq-accepted,new,"8× Perfiles en C (Perlines) GR50 y A36.",8,,8
"2020-05-04 10:24:08",6916,ywraq-accepted,new,"20× Tubería Estructural, 20× Tubería Estructural",40,,40
"2020-05-04 10:01:21",6914,ywraq-accepted,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-05-03 21:58:15",6912,ywraq-accepted,new,"1× Varilla Redonda Lisa, 1× Varilla Redonda Lisa, 1× Varilla Redonda Lisa",3,,3
"2020-05-03 17:40:01",6910,ywraq-accepted,new,"10× Tubería Estructural",10,,10
"2020-05-03 11:10:19",6908,ywraq-accepted,new,"1× Sistema Placa Fácil",1,,0
"2020-05-03 11:07:49",6906,ywraq-accepted,new,"1× Bloquelon",1,,0
"2020-05-03 10:01:43",6904,ywraq-accepted,new,"1× Viga IPE",1,,1
"2020-05-02 14:02:24",6902,ywraq-new,new,"1× Varilla Redonda Lisa",1,,1
"2020-05-02 13:58:41",6900,ywraq-new,new,"100× Tubería de Cerramiento Galvanizado, 100× Tubería de Cerramiento Galvanizado, 100× Tubería de Cerramiento Galvanizado, 100× Tubería de Cerramiento Galvanizado",400,,400
"2020-05-02 13:53:52",6898,ywraq-new,new,"1× Ángulos",1,,1
"2020-05-02 08:44:38",6896,ywraq-new,new,"3× Teja Zinc Galvanizada y Pintada",3,,3
"2020-05-02 06:56:28",6894,ywraq-new,new,"6× Caballetes",6,,6
"2020-05-02 06:53:23",6892,ywraq-new,new,"68× Teja Zinc Galvanizada y Pintada",68,,68
"2020-05-02 06:50:41",6890,ywraq-new,new,"24× Teja Policarbonato",24,,24
"2020-05-02 02:20:44",6888,ywraq-new,new,"25× Teja Galvanizada Master 1000, 25× Cubiertas Metálicas",50,,50
"2020-05-01 18:48:49",6886,ywraq-new,new,"1× Cemento San Marcos",1,,0
"2020-05-01 16:35:47",6884,ywraq-new,new,"760× Teja Trapezoidal Pintada",760,,0
"2020-05-01 15:51:59",6882,ywraq-new,new,"3× Lamina Alfajor",3,,3
"2020-05-01 13:53:37",6880,ywraq-new,new,"30× Cubiertas Metálicas",30,,30
"2020-05-01 13:51:47",6878,ywraq-new,new,"6× Viga IPE",6,,6
"2020-05-01 13:46:04",6876,ywraq-new,new,"10× Tubería Estructural",10,,10
"2020-05-01 13:42:32",6874,ywraq-new,new,"11× Tubería Estructural",11,,11
"2020-04-30 23:10:32",6872,ywraq-new,new,"1× Tubería de Cerramiento Galvanizado",1,,1
"2020-04-30 17:46:19",6870,ywraq-new,new,"5× Ballestas",5,,5
"2020-04-30 08:18:05",6868,ywraq-new,new,"1× Varilla Torsionada",1,,1
"2020-04-29 18:34:31",6865,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-04-29 17:42:49",6863,ywraq-new,new,"1× Lamina CR (Cold Rolled), 1× Lamina CR (Cold Rolled)",2,,2
"2020-04-29 17:37:43",6861,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-04-29 17:29:43",6859,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-04-29 17:26:29",6857,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-04-29 17:08:05",6855,ywraq-new,new,"1× Tubería Cerramiento Negro",1,,1
"2020-04-29 17:01:37",6853,ywraq-new,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-04-29 13:10:33",6851,ywraq-new,new,"8× Cubiertas Metálicas",8,,8
"2020-04-28 19:30:53",6849,ywraq-new,new,"10× Viga IPE",10,,10
"2020-04-28 15:58:30",6847,ywraq-new,new,"10× Cemento San Marcos",10,,0
"2020-04-28 14:02:25",6845,ywraq-new,new,"1× Lamina Galvanizada, 1× Lamina Galvanizada",2,,2
"2020-04-28 09:43:10",6843,ywraq-new,new,"14× Sistema Placa Fácil",14,,0
"2020-04-28 09:33:20",6841,ywraq-new,new,"630× Bloquelon",630,,0
"2020-04-27 19:45:29",6839,ywraq-new,new,"10× Teja Zinc Galvanizada y Pintada",10,,10
"2020-04-27 18:14:54",6837,ywraq-new,new,"1× Malla Electrosoldada Certificada, 1× Malla Electrosoldada Certificada",2,,2
"2020-04-27 14:57:41",6835,ywraq-new,new,"24× Cubiertas Metálicas",24,,24
"2020-04-26 23:09:02",6833,ywraq-new,new,"1× Sistema Placa Fácil",1,,0
"2020-04-26 15:14:48",6831,ywraq-new,new,"1× Varilla Redonda Lisa",1,,1
"2020-04-26 10:38:11",6829,ywraq-new,new,"5× Perfiles en C (Perlines) GR50 y A36.",5,,5
"2020-04-26 06:44:06",6827,ywraq-new,new,"10× Rieles en U Galvanizados y Accesorios",10,,10
"2020-04-25 18:07:16",6825,ywraq-new,new,"10× Teja Zinc Galvanizada y Pintada",10,,10
"2020-04-25 16:37:15",6823,ywraq-new,new,"12× Perfil Entrepiso, 6× Perfil Entrepiso, 80× Cemento, 20× Varillas Corrugadas, 100× Varillas Corrugadas y Chipa, 1× Perfil Entrepiso, 12× Malla Electrosoldada Certificada",231,,131
"2020-04-25 14:55:49",6821,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-04-25 14:40:50",6819,ywraq-new,new,"1× Platina",1,,1
"2020-04-25 13:12:50",6817,ywraq-new,new,"1× Lamina Alfajor",1,,1
"2020-04-24 19:45:57",6813,ywraq-accepted,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-04-24 15:24:32",6811,ywraq-accepted,new,"1× Tubería de Cerramiento Galvanizado",1,,1
"2020-04-24 15:22:26",6809,ywraq-accepted,new,"500× Alambre Galvanizado",500,,500
"2020-04-24 11:44:20",6807,ywraq-accepted,new,"20× Tubería Estructural",20,,20
"2020-04-24 11:35:41",6805,ywraq-accepted,new,"1× Tubería de Cerramiento Galvanizado, 1× Tubería Cerramiento Negro",2,,2
"2020-04-23 20:27:35",6803,ywraq-rejected,new,"1× Tubería de Cerramiento Galvanizado",1,,1
"2020-04-23 20:16:26",6801,ywraq-rejected,new,"1× Tubería de Cerramiento Galvanizado",1,,1
"2020-04-23 20:12:41",6799,ywraq-rejected,new,"1× Tubería de Cerramiento Galvanizado",1,,1
"2020-04-23 20:09:27",6797,ywraq-rejected,new,"1× Tubería de Cerramiento Galvanizado",1,,1
"2020-04-23 19:16:36",6795,ywraq-accepted,new,"1× Tubería Elíptica y Oval",1,,1
"2020-04-23 17:12:59",6793,ywraq-accepted,new,"1× Lamina Galvanizada",1,,1
"2020-04-23 12:14:18",6791,ywraq-accepted,new,"100× Alambre Galvanizado",100,,100
"2020-04-23 12:06:14",6789,ywraq-accepted,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-04-22 18:41:39",6786,ywraq-accepted,new,"10× Lamina Galvanizada",10,,10
"2020-04-22 18:25:07",6784,ywraq-accepted,new,"20× Tubería Estructural",20,,20
"2020-04-22 18:03:44",6782,ywraq-accepted,new,"18× Cubiertas Metálicas",18,,18
"2020-04-22 13:00:33",6780,ywraq-accepted,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-04-22 12:02:08",6778,ywraq-accepted,new,"20× Teja Trapezoidal Pintada, 20× Teja Zinc Galvanizada y Pintada",40,,20
"2020-04-22 11:54:27",6776,ywraq-accepted,new,"1× Cubiertas Metálicas",1,,1
"2020-04-22 08:10:09",6774,ywraq-accepted,new,"3× Lamina Galvanizada",3,,3
"2020-04-21 22:22:23",6772,ywraq-accepted,new,"1× Lamina Alfajor",1,,1
"2020-04-21 16:56:09",6770,ywraq-accepted,new,"23× Tubería Estructural",23,,23
"2020-04-21 15:52:21",6767,ywraq-accepted,new,"1× Tubería Cerramiento Negro",1,,1
"2020-04-21 14:10:12",6765,ywraq-accepted,new,"1× Varillas Cuadradas",1,,1
"2020-04-21 12:15:30",6763,ywraq-accepted,new,"7× Teja Trapezoidal Pintada",7,,0
"2020-04-20 23:22:53",6761,ywraq-accepted,new,"1× Lamina Galvanizada",1,,1
"2020-04-20 18:54:36",6759,ywraq-accepted,new,"4× Tubería Cold Rolled",4,,4
"2020-04-20 16:37:11",6757,ywraq-accepted,new,"1× Lamina Alfajor",1,,1
"2020-04-20 16:30:21",6755,ywraq-accepted,new,"1× Tubería Cerramiento Negro",1,,1
"2020-04-20 14:52:34",6753,ywraq-accepted,new,"20× Cubiertas Metálicas",20,,20
"2020-04-20 14:34:16",6751,ywraq-accepted,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-04-20 10:24:55",6749,ywraq-accepted,new,"21× Cubiertas Metálicas",21,,21
"2020-04-19 19:55:52",6747,ywraq-accepted,new,"40× Teja Zinc Galvanizada y Pintada",40,,40
"2020-04-19 13:38:05",6745,ywraq-accepted,new,"10× Teja Trapezoidal Pintada, 10× Cubiertas Metálicas",20,,10
"2020-04-19 05:13:24",6743,ywraq-accepted,new,"65× Teja Zinc Galvanizada y Pintada",65,,65
"2020-04-18 20:14:28",6740,ywraq-accepted,new,"3× Tubería de Cerramiento Galvanizado",3,,3
"2020-04-18 17:51:09",6737,ywraq-accepted,new,"8× Varilla Torsionada",8,,8
